City,Count,Proportion,Sampled_Count,Sampled_Proportion,Count_Difference,Proportion_Difference
Whittier,16617,0.0021501936882362,8138.0,0.0021060607864317,8479.0,4.413290180450011e-05
Memphis,16570,0.0021441120186601,8354.0,0.0021619601634125,8216.0,-1.7848144752400166e-05
Lexington,16430,0.0021259964071566,8276.0,0.0021417742772805,8154.0,-1.5777870123900254e-05
Sarasota,16247,0.0021023167149771,8013.0,0.0020737116099382,8234.0,2.860510503890001e-05
El Paso,16052,0.0020770842560972,8104.0,0.0020972618104255,7948.0,-2.017755432829997e-05
Spartanburg,15752,0.0020382650885898,7864.0,0.002035151391558,7888.0,3.1136970318002347e-06
Bradenton,15680,0.002028948488388,7747.0,0.0020048725623601,7933.0,2.4075926027900332e-05
Arlington,15494,0.0020048806045334,7794.0,0.0020170358527217,7700.0,-1.2155248188300011e-05
Shreveport,15481,0.0020031984406081,7792.0,0.0020165182658978,7689.0,-1.3319825289700212e-05
Kissimmee,15411,0.0019941406348564,7692.0,0.001990638924703,7719.0,3.501710153399999e-06
Cincinnati,14474,0.0018728954350082,7257.0,0.0018780637905056,7217.0,-5.168355497399803e-06
Newark,14226,0.0018408049232021,7028.0,0.0018188000991696,7198.0,2.200482403249995e-05
Pittsburgh,13926,0.0018019857556946,6970.0,0.0018037900812766,6956.0,-1.8043255819999438e-06
Saint Petersburg,13794,0.0017849053219914,6928.0,0.0017929207579748,6866.0,-8.015435983400095e-06
Pensacola,13269,0.0017169717788534,6632.0,0.0017163179080382,6637.0,6.538708152000958e-07
Milwaukee,13037,0.0016869516226476,6500.0,0.0016821571776611,6537.0,4.794444986500144e-06
Lafayette,12990,0.0016808699530715,6442.0,0.0016671471597681,6548.0,1.372279330340005e-05
Hayward,12790,0.0016549905080665,6327.0,0.0016373859173941,6463.0,1.7604590672399938e-05
York,12734,0.0016477442634651,6302.0,0.0016309160820954,6432.0,1.6828181369700056e-05
Augusta,12410,0.0016058195625571,6306.0,0.0016319512557432,6104.0,-2.6131693186100084e-05
Norfolk,12314,0.0015933974289547,6240.0,0.0016148708905547,6074.0,-2.147346160000013e-05
Anderson,12238,0.0015835632398528,6131.0,0.0015866624086523,6107.0,-3.0991687994998823e-06
Madison,12089,0.0015642830533242,6106.0,0.0015801925733536,5983.0,-1.5909520029400116e-05
Antioch,11900,0.0015398269777945,5852.0,0.0015144590467189,6048.0,2.536793107560018e-05
Cleveland,11878,0.0015369802388439,6009.0,0.0015550896123947,5869.0,-1.810937355079998e-05
Stockton,11754,0.0015209349829409,5842.0,0.0015118711125994,5912.0,9.063870341499951e-06
Montgomery,11071,0.001432556678249,5581.0,0.001444326032081,5490.0,-1.1769353832000173e-05
Glendale,10913,0.0014121119166951,5386.0,0.0013938613167512,5527.0,1.8250599943899935e-05
Pasadena,10746,0.0013905025801159,5429.0,0.0014049894334649,5317.0,-1.448685334899994e-05
Baldwin Park,10555,0.0013657877101362,5304.0,0.0013726402569715,5251.0,-6.852546835299815e-06
Irvine,10422,0.0013485778792079,5239.0,0.0013558186851948,5183.0,-7.240805986899988e-06
Albany,10401,0.0013458605374824,5203.0,0.0013465021223647,5198.0,-6.415848822999368e-07
Tracy,10374,0.0013423668124067,5160.0,0.001335374005651,5214.0,6.992806755700158e-06
Hollywood,10338,0.0013377085123058,5138.0,0.0013296805505881,5200.0,8.027961717699912e-06
Henrico,10293,0.0013318856371797,5135.0,0.0013289041703523,5158.0,2.9814668273998608e-06
Buffalo,10279,0.0013300740760294,5212.0,0.0013488312630723,5067.0,-1.8757187042899937e-05
West Palm Beach,10169,0.0013158403812766,5075.0,0.0013133765656354,5094.0,2.4638156411998374e-06
Fremont,10051,0.0013005715087237,5097.0,0.0013190700206982,4954.0,-1.8498511974499943e-05
Pomona,10044,0.0012996657281485,5030.0,0.0013017308620977,5014.0,-2.0651339491999186e-06
Clearwater,9921,0.0012837498694705,4951.0,0.0012812861825539,4970.0,2.4636869166000646e-06
Fairfield,9906,0.0012818089110951,5006.0,0.001295519820211,4900.0,-1.3710909115900076e-05
Myrtle Beach,9706,0.0012559294660902,4880.0,0.0012629118503056,4826.0,-6.982384215399942e-06
Tempe,9531,0.0012332849517108,4675.0,0.0012098592008562,4856.0,2.3425750854600162e-05
Gardena,9479,0.0012265562960096,4716.0,0.0012204697307461,4763.0,6.086565263500052e-06
Ocala,9456,0.001223580159834,4771.0,0.0012347033684032,4685.0,-1.1123208569200141e-05
Florence,9412,0.0012178866819329,4635.0,0.0011995074643783,4777.0,1.8379217554599994e-05
Fontana,9388,0.0012147811485323,4668.0,0.0012080476469726,4720.0,6.7335015597001086e-06
Santa Ana,9314,0.0012052057538805,4730.0,0.0012240928385134,4584.0,-1.8887084632900064e-05
Norwalk,9260,0.0011982183037291,4608.0,0.0011925200422557,4652.0,5.698261473399951e-06
Santa Rosa,9255,0.001197571317604,4550.0,0.0011775100243628,4705.0,2.0061293241200023e-05
Alexandria,9223,0.0011934306064032,4588.0,0.0011873441740168,4635.0,6.086432386400104e-06
Baltimore,9128,0.0011811378700259,4562.0,0.0011806155453061,4566.0,5.223247197998562e-07
Sherman Oaks,9108,0.0011785499255254,4527.0,0.001171557775888,4581.0,6.992149637399846e-06
Orange,9050,0.0011710448864739,4544.0,0.0011759572638911,4506.0,-4.912377417200069e-06
Fairfax,9010,0.001165868997473,4576.0,0.0011842386530734,4434.0,-1.836965560039999e-05
Greer,8850,0.001145165441469,4416.0,0.0011428317071617,4434.0,2.3337343073000574e-06
Summerville,8735,0.0011302847605911,4352.0,0.0011262689287971,4383.0,4.015831794000006e-06
Elgin,8699,0.0011256264604903,4384.0,0.0011345503179794,4315.0,-8.923857489099999e-06
Modesto,8555,0.0011069932600867,4240.0,0.0010972840666589,4315.0,9.709193427799925e-06
Livermore,8521,0.0011025937544358,4190.0,0.0010843443960615,4331.0,1.82493583743002e-05
Decatur,8435,0.0010914655930837,4193.0,0.0010851207762974,4242.0,6.344816786299978e-06
Huntsville,8420,0.0010895246347083,4182.0,0.0010822740487659,4238.0,7.250585942399947e-06
Charleston,8380,0.0010843487457074,4191.0,0.0010846031894735,4189.0,-2.544437660999179e-07
North Miami,8228,0.0010646803675036,4106.0,0.0010626057494579,4122.0,2.0746180457000343e-06
Tacoma,8210,0.0010623512174532,4126.0,0.0010677816176969,4084.0,-5.4304002437000065e-06
Frederick,8070,0.0010442356059497,4093.0,0.0010592414351026,3977.0,-1.5005829152899995e-05
Wilmington,8004,0.0010356953890981,4012.0,0.0010382791687348,3992.0,-2.5837796367000464e-06
Woodbridge,7931,0.0010262493916712,3892.0,0.0010072239593011,4039.0,1.9025432370099998e-05
Silver Spring,7926,0.0010256024055461,3995.0,0.0010338796807317,3931.0,-8.277275185600112e-06
Homestead,7882,0.001019908927645,3969.0,0.001027151052021,3913.0,-7.2421243759999195e-06
Downey,7868,0.0010180973664947,3977.0,0.0010292213993166,3891.0,-1.1124032821900089e-05
Colorado Springs,7820,0.0010118862996935,3963.0,0.0010255982915494,3857.0,-1.3711991855899948e-05
Providence,7758,0.001003863671742,3833.0,0.0009919551479961,3925.0,1.1908523745899876e-05
Diamond Bar,7695,0.0009957116465654,3829.0,0.0009909199743483,3866.0,4.791672217099993e-06
Colton,7651,0.0009900181686643,3800.0,0.0009834149654019,3851.0,6.603203262399958e-06
Garner,7633,0.0009876890186139,3867.0,0.0010007541240024,3766.0,-1.3065105388499832e-05
Fredericksburg,7601,0.0009835483074131,3766.0,0.0009746159893956,3835.0,8.932318017500045e-06
Rowland Heights,7586,0.0009816073490377,3841.0,0.0009940254952917,3745.0,-1.2418146253999948e-05
Virginia Beach,7575,0.0009801839795624,3753.0,0.0009712516750403,3822.0,8.932304522100043e-06
Inglewood,7451,0.0009641387236594,3775.0,0.0009769451301032,3676.0,-1.2806406443800029e-05
Salem,7385,0.0009555985068077,3650.0,0.0009445959536097,3735.0,1.1002553197999969e-05
Salinas,7356,0.000951845987282,3701.0,0.000957794417619,3655.0,-5.948430337000062e-06
Ogden,7318,0.0009469288927311,3629.0,0.0009391612919588,3689.0,7.767600772299959e-06
Tallahassee,7314,0.000946411303831,3676.0,0.0009513245823203,3638.0,-4.9132784892999245e-06
Chesapeake,7256,0.0009389062647795,3650.0,0.0009445959536097,3606.0,-5.689688830200039e-06
Jackson,7219,0.0009341185674536,3602.0,0.0009321738698362,3617.0,1.944697617399971e-06
La Puente,7212,0.0009332127868785,3629.0,0.0009391612919588,3583.0,-5.948505080300044e-06
Reno,7113,0.000920402461601,3500.0,0.0009057769418175,3613.0,1.4625519783499977e-05
Concord,7082,0.0009163911476252,3478.0,0.0009000834867546,3604.0,1.6307660870599908e-05
Albuquerque,7074,0.000915355969825,3513.0,0.0009091412561728,3561.0,6.2147136521999895e-06
Aurora,6965,0.0009012516722973,3415.0,0.0008837795018019,3550.0,1.7472170495400063e-05
Cerritos,6943,0.0008984049333468,3522.0,0.0009114703968804,3421.0,-1.3065463533599997e-05
Compton,6940,0.0008980167416717,3460.0,0.0008954252053396,3480.0,2.5915363321000725e-06
San Leandro,6898,0.0008925820582207,3413.0,0.000883261914978,3485.0,9.320143242699981e-06
Mobile,6895,0.0008921938665456,3459.0,0.0008951664119276,3436.0,-2.972545381999935e-06
Sylmar,6886,0.0008910292915204,3486.0,0.0009021538340502,3400.0,-1.11245425298e-05
Scottsdale,6882,0.0008905117026203,3443.0,0.0008910257173365,3439.0,-5.140147162000083e-07
Los Gatos,6878,0.0008899941137202,3445.0,0.0008915433041604,3433.0,-1.5491904401999544e-06
Redlands,6857,0.0008872767719947,3424.0,0.0008861086425095,3433.0,1.1681294852000819e-06
Flushing,6846,0.0008858534025194,3419.0,0.0008848146754497,3427.0,1.0387270696999911e-06
Tuscaloosa,6779,0.0008771837884427,3398.0,0.0008793800137988,3381.0,-2.1962253560999824e-06
Pompano Beach,6757,0.0008743370494922,3317.0,0.000858417747431,3440.0,1.5919302061200035e-05
Norristown,6753,0.0008738194605921,3426.0,0.0008866262293334,3327.0,-1.2806768741299972e-05
Mesquite,6695,0.0008663144215407,3374.0,0.0008731689719121,3321.0,-6.85455037139997e-06
San Mateo,6660,0.0008617855186648,3363.0,0.0008703222443806,3297.0,-8.536725715800023e-06
Knoxville,6647,0.0008601033547395,3372.0,0.0008726513850882,3275.0,-1.2548030348700037e-05
Escondido,6572,0.0008503985628626,3329.0,0.0008615232683744,3243.0,-1.1124705511799966e-05
Hartford,6537,0.0008458696599867,3298.0,0.000853500672604,3239.0,-7.631012617300022e-06
Conway,6516,0.0008431523182612,3320.0,0.0008591941276669,3196.0,-1.6041809405700075e-05
Hacienda Heights,6381,0.0008256836928829,3169.0,0.0008201163224628,3212.0,5.567370420100025e-06
Westminster,6360,0.0008229663511574,3164.0,0.000818822355403,3196.0,4.143995754400014e-06
Chester,6350,0.0008216723789071,3122.0,0.0008079530321012,3228.0,1.3719346805900006e-05
Berkeley,6255,0.0008093796425298,3093.0,0.0008004480231547,3162.0,8.931619375100036e-06
Auburn,6204,0.0008027803840535,2998.0,0.0007758626490197,3206.0,2.6917735033799993e-05
West Covina,6203,0.0008026509868285,3164.0,0.000818822355403,3039.0,-1.617136857449996e-05
Simpsonville,6134,0.0007937225783018,3004.0,0.0007774154094914,3130.0,1.6307168810399922e-05
Bellevue,6121,0.0007920404143764,3086.0,0.0007986364692711,3035.0,-6.596054894699994e-06
Moreno Valley,6106,0.0007900994560011,3124.0,0.0008084706189251,2982.0,-1.837116292400002e-05
Mesa,6091,0.0007881584976257,3084.0,0.0007981188824472,3007.0,-9.960384821499908e-06
Fort Mill,6027,0.0007798770752241,3026.0,0.0007831088645542,3001.0,-3.2317893301000034e-06
Irving,6004,0.0007769009390486,3028.0,0.0007836264513781,2976.0,-6.725512329499965e-06
Piedmont,5969,0.0007723720361727,2996.0,0.0007753450621958,2973.0,-2.973026023099989e-06
North Hollywood,5962,0.0007714662555975,2900.0,0.0007505008946488,3062.0,2.0965360948700033e-05
Chandler,5957,0.0007708192694724,2996.0,0.0007753450621958,2961.0,-4.525792723400067e-06
Hawthorne,5948,0.0007696546944472,3006.0,0.0007779329963152,2942.0,-8.278301868000016e-06
Redwood City,5872,0.0007598205053453,2913.0,0.0007538652090041,2959.0,5.955296341200039e-06
Pendleton,5867,0.0007591735192202,2876.0,0.000744289852762,2991.0,1.4883666458199974e-05
Boca Raton,5837,0.0007552916024694,2909.0,0.0007528300353563,2928.0,2.461567113099905e-06
Brentwood,5818,0.0007528330551939,2946.0,0.0007624053915984,2872.0,-9.572336404500077e-06
Staten Island,5806,0.0007512802884937,2867.0,0.0007419607120545,2939.0,9.319576439200013e-06
Hyattsville,5725,0.0007407991132666,2870.0,0.0007427370922903,2855.0,-1.9379790237000327e-06
Opa Locka,5722,0.0007404109215916,2846.0,0.0007365260504036,2876.0,3.884871188000001e-06
Castro Valley,5703,0.0007379523743161,2883.0,0.0007461014066457,2820.0,-8.149032329599981e-06
Milton,5686,0.0007357526214907,2849.0,0.0007373024306394,2837.0,-1.549809148699969e-06
Syracuse,5657,0.000732000101965,2766.0,0.0007158225774478,2891.0,1.6177524517199996e-05
Carson,5650,0.0007310943213898,2792.0,0.0007225512061584,2858.0,8.543115231400013e-06
Perris,5632,0.0007287651713393,2821.0,0.0007300562151049,2811.0,-1.291043765600029e-06
Garden Grove,5565,0.0007200955572627,2776.0,0.0007184105115672,2789.0,1.6850456954999775e-06
West Columbia,5489,0.0007102613681608,2701.0,0.0006990010056711,2788.0,1.1260362489700065e-05
Elmhurst,5484,0.0007096143820357,2775.0,0.0007181517181553,2709.0,-8.537336119600011e-06
Rancho Cucamonga,5468,0.0007075440264353,2697.0,0.0006979658320234,2771.0,9.578194411899985e-06
Tustin,5465,0.0007071558347602,2740.0,0.0007090939487371,2725.0,-1.938113976900015e-06
Torrance,5465,0.0007071558347602,2753.0,0.0007124582630924,2712.0,-5.3024283322000015e-06
Roseville,5434,0.0007031445207844,2767.0,0.0007160813708597,2667.0,-1.2936850075299933e-05
Costa Mesa,5414,0.0007005565762839,2692.0,0.0006966718649636,2722.0,3.8847113202999765e-06
Newhall,5393,0.0006978392345584,2689.0,0.0006958954847278,2704.0,1.943749830599973e-06
Middletown,5391,0.0006975804401084,2698.0,0.0006982246254353,2693.0,-6.44185326900042e-07
Marietta,5303,0.0006861934843062,2692.0,0.0006966718649636,2611.0,-1.0478380657399987e-05
Burbank,5264,0.0006811469925302,2619.0,0.0006777799458914,2645.0,3.3670466388000236e-06
Vallejo,5241,0.0006781708563547,2556.0,0.0006614759609387,2685.0,1.669489541599996e-05
Harrisburg,5199,0.0006727361729036,2625.0,0.0006793327063631,2574.0,-6.596533459499979e-06
Mira Loma,5186,0.0006710540089783,2649.0,0.0006855437482499,2537.0,-1.4489739271600008e-05
Fort Lee,5181,0.0006704070228532,2535.0,0.0006560412992878,2646.0,1.4365723565400103e-05
Riverview,5154,0.0006669132977775,2575.0,0.0006663930357657,2579.0,5.202620118000077e-07
Pleasanton,5141,0.0006652311338522,2585.0,0.0006689809698852,2556.0,-3.7498360330000388e-06
North Charleston,5105,0.0006605728337513,2564.0,0.0006635463082343,2541.0,-2.9734744829999554e-06
Bethesda,5090,0.0006586318753759,2543.0,0.0006581116465834,2547.0,5.20228792500084e-07
Madera,5072,0.0006563027253255,2550.0,0.000659923200467,2522.0,-3.6204751415000068e-06
Greensboro,5047,0.0006530677946999,2528.0,0.0006542297454042,2519.0,-1.1619507043000724e-06
Fallbrook,5046,0.0006529383974748,2487.0,0.0006436192155143,2559.0,9.319181960499982e-06
Winter Park,5041,0.0006522914113497,2539.0,0.0006570764729356,2502.0,-4.785061585899997e-06
Bloomington,5023,0.0006499622612993,2466.0,0.0006381845538634,2557.0,1.1777707435900041e-05
Chino,5023,0.0006499622612993,2537.0,0.0006565588861117,2486.0,-6.596624812399941e-06
Ashland,5018,0.0006493152751741,2459.0,0.0006363729999798,2559.0,1.2942275194300018e-05
Petaluma,5011,0.000648409494599,2408.0,0.0006231745359704,2603.0,2.523495862859996e-05
Orangeburg,4980,0.0006443981806232,2455.0,0.000635337826332,2525.0,9.060354291199973e-06
Hampton,4953,0.0006409044555475,2443.0,0.0006322323053886,2510.0,8.672150158900004e-06
Napa,4950,0.0006405162638725,2456.0,0.0006355966197439,2494.0,4.919644128599998e-06
Centreville,4924,0.0006371519360218,2495.0,0.0006456895628099,2429.0,-8.537626788100022e-06
Boston,4890,0.000632752430371,2501.0,0.0006472423232816,2389.0,-1.4489892910599968e-05
Durham,4879,0.0006313290608957,2378.0,0.000615410733612,2501.0,1.5918327283699998e-05
Manassas,4840,0.0006262825691197,2466.0,0.0006381845538634,2374.0,-1.1901984743700029e-05
Jamaica,4798,0.0006208478856687,2420.0,0.0006262800569138,2378.0,-5.4321712451000075e-06
West Valley City,4798,0.0006208478856687,2428.0,0.0006283504042094,2370.0,-7.502518540700013e-06
Glendora,4784,0.0006190363245184,2356.0,0.0006097172785491,2428.0,9.319045969300018e-06
Santa Fe Springs,4742,0.0006136016410673,2375.0,0.0006146343533761,2367.0,-1.0327123088000375e-06
Visalia,4737,0.0006129546549422,2351.0,0.0006084233114894,2386.0,4.531343452799947e-06
Pacoima,4716,0.0006102373132167,2383.0,0.0006167047006717,2333.0,-6.467387454999959e-06
North Miami Beach,4691,0.0006070023825911,2368.0,0.0006128227994925,2323.0,-5.820416901400035e-06
Santa Barbara,4683,0.0006059672047909,2338.0,0.0006050589971341,2345.0,9.082076567999437e-07
Walnut Creek,4665,0.0006036380547404,2334.0,0.0006040238234863,2331.0,-3.8576874589993544e-07
Palm Harbor,4652,0.0006019558908151,2346.0,0.0006071293444297,2306.0,-5.17345361460001e-06
Palmdale,4614,0.0005970387962641,2238.0,0.0005791796559393,2376.0,1.7859140324800018e-05
Newport News,4602,0.0005954860295639,2269.0,0.0005872022517097,2333.0,8.283777854200093e-06
Ventura,4582,0.0005928980850634,2332.0,0.0006035062366624,2250.0,-1.0608151599000013e-05
Temecula,4578,0.0005923804961633,2303.0,0.0005960012277159,2275.0,-3.6207315526000415e-06
Culver City,4575,0.0005919923044882,2350.0,0.0006081645180774,2225.0,-1.617221358919999e-05
Yonkers,4571,0.0005914747155881,2278.0,0.0005895313924172,2293.0,1.9433231708999984e-06
Lynwood,4569,0.000591215921138,2285.0,0.0005913429463008,2284.0,-1.270251627999517e-07
Akron,4566,0.000590827729463,2304.0,0.0005962600211278,2262.0,-5.432291664799935e-06
Englewood,4552,0.0005890161683126,2270.0,0.0005874610451216,2282.0,1.555123191000025e-06
Azusa,4549,0.0005886279766375,2207.0,0.0005711570601689,2342.0,1.747091646860002e-05
Farmington,4545,0.0005881103877374,2261.0,0.0005851319044141,2284.0,2.9784833232999455e-06
Gainesville,4540,0.0005874634016123,2253.0,0.0005830615571185,2287.0,4.401844493799991e-06
Stafford,4496,0.0005817699237112,2302.0,0.0005957424343039,2194.0,-1.3972510592700073e-05
Asheville,4487,0.000580605348686,2265.0,0.0005861670780619,2222.0,-5.561729375900019e-06
Clinton,4473,0.0005787937875357,2241.0,0.0005799560361751,2232.0,-1.162248639399949e-06
Van Nuys,4471,0.0005785349930856,2246.0,0.0005812500032349,2225.0,-2.715010149300051e-06
Little Rock,4413,0.0005710299540342,2232.0,0.0005776268954676,2181.0,-6.596941433399976e-06
Bend,4387,0.0005676656261835,2191.0,0.0005670163655777,2196.0,6.492606057999879e-07
Lorton,4364,0.000564689490008,2177.0,0.0005633932578105,2187.0,1.296232197500074e-06
Des Moines,4351,0.0005630073260826,2167.0,0.000560805323691,2184.0,2.2020023915999155e-06
Hesperia,4346,0.0005623603399575,2153.0,0.0005571822159237,2193.0,5.178124033800046e-06
Sterling,4325,0.000559642998232,2151.0,0.0005566646290998,2174.0,2.9783691322000103e-06
Lehigh Acres,4300,0.0005564080676064,2188.0,0.0005662399853419,2112.0,-9.831917735500083e-06
Trenton,4257,0.0005508439869303,2102.0,0.0005439837519144,2155.0,6.860235015899996e-06
Grand Prairie,4256,0.0005507145897053,2088.0,0.0005403606441471,2168.0,1.0353945558200044e-05
Emeryville,4249,0.0005498088091301,2166.0,0.000560546530279,2083.0,-1.0737721148899957e-05
Pittsburg,4246,0.000549420617455,2078.0,0.0005377727100276,2168.0,1.1647907427399977e-05
El Monte,4232,0.0005476090563047,2163.0,0.0005597701500432,2069.0,-1.2161093738500043e-05
Melbourne,4221,0.0005461856868294,2165.0,0.0005602877368671,2056.0,-1.4102050037699998e-05
Jersey City,4214,0.0005452799062542,2156.0,0.0005579585961596,2058.0,-1.267868990539997e-05
Eugene,4192,0.0005424331673037,2076.0,0.0005372551232037,2116.0,5.178044100000016e-06
Manor,4180,0.0005408804006034,2143.0,0.0005545942818042,2037.0,-1.3713881200799988e-05
Morrisville,4169,0.0005394570311281,2106.0,0.0005450189255622,2063.0,-5.561894434099983e-06
New Port Richey,4157,0.0005379042644278,2094.0,0.0005419134046188,2063.0,-4.009140190999998e-06
Greenwood,4156,0.0005377748672028,2081.0,0.0005385490902635,2075.0,-7.742230607000545e-07
Cary,4145,0.0005363514977275,2070.0,0.000535702362732,2075.0,6.491349954999403e-07
Sun Valley,4124,0.000533634156002,2082.0,0.0005388078836754,2042.0,-5.17372767339997e-06
